order_id,first_name,last_name,date_of_birth,phone,email,street,city,postal_code,state,order_date,payment_type,product_name,price,quantity,order_total
40,Lavera,Perin,1/20/79,305-606-7291,lperin@perin.org,798 Lund Farm Way,Rockaway,7866,NJ,8/12/14,BANK ACCOUNT             ,X-gostrong,12.99,4,203.92
40,Lavera,Perin,1/20/79,305-606-7291,lperin@perin.org,798 Lund Farm Way,Rockaway,7866,NJ,8/12/14,BANK ACCOUNT             ,Ran Kayzap,37.99,4,203.92
41,Cammy,Albares,9/22/78,956-537-6195,calbares@gmail.com,56 E Morehead St,Laredo,78045,TX,6/15/15,ACH                      ,Sil-Ity,10.99,2,397.89
41,Cammy,Albares,9/22/78,956-537-6195,calbares@gmail.com,56 E Morehead St,Laredo,78045,TX,6/15/15,ACH                      ,Anzamlax,31.99,1,397.89
41,Cammy,Albares,9/22/78,956-537-6195,calbares@gmail.com,56 E Morehead St,Laredo,78045,TX,6/15/15,ACH                      ,Statquaddax,34.99,4,397.89
41,Cammy,Albares,9/22/78,956-537-6195,calbares@gmail.com,56 E Morehead St,Laredo,78045,TX,6/15/15,ACH                      ,Strongtam,50.99,4,397.89
42,Erick,Ferencz,1/21/79,907-741-1044,erick.ferencz@aol.com,20 S Babcock St,Fairbanks,99712,AK,7/10/16,ACH                      ,Ron-Flex,24.99,4,346.93
42,Erick,Ferencz,1/21/79,907-741-1044,erick.ferencz@aol.com,20 S Babcock St,Fairbanks,99712,AK,7/10/16,ACH                      ,X-gostrong,77.99,2,346.93
42,Erick,Ferencz,1/21/79,907-741-1044,erick.ferencz@aol.com,20 S Babcock St,Fairbanks,99712,AK,7/10/16,ACH                      ,Duo-Kix,90.99,1,346.93
43,Erick,Ferencz,1/21/79,907-741-1044,erick.ferencz@aol.com,20 S Babcock St,Fairbanks,99712,AK,2/1/15,BANK ACCOUNT             ,Zer Dax,10.99,4,43.96
44,Brock,Bolognia,1/27/79,212-402-9216,bbolognia@yahoo.com,422 E 21st St,Syracuse,13214,NY,5/19/16,MASTER CARD              ,Ron-Flex,25.99,2,349.9
44,Brock,Bolognia,1/27/79,212-402-9216,bbolognia@yahoo.com,422 E 21st St,Syracuse,13214,NY,5/19/16,MASTER CARD              ,Ecoeco,49.99,2,349.9
44,Brock,Bolognia,1/27/79,212-402-9216,bbolognia@yahoo.com,422 E 21st St,Syracuse,13214,NY,5/19/16,MASTER CARD              ,Duo-Kix,3.99,3,349.9
44,Brock,Bolognia,1/27/79,212-402-9216,bbolognia@yahoo.com,422 E 21st St,Syracuse,13214,NY,5/19/16,MASTER CARD              ,Dentodox,61.99,3,349.9
45,Tammara,Wardrip,3/8/79,650-803-1936,twardrip@cox.net,4800 Black Horse Pike,Burlingame,94010,CA,2/25/15,BANK ACCOUNT             ,Redtom,40.99,1,248.95
45,Tammara,Wardrip,3/8/79,650-803-1936,twardrip@cox.net,4800 Black Horse Pike,Burlingame,94010,CA,2/25/15,BANK ACCOUNT             ,K-qvokix,51.99,4,248.95
46,Stephaine,Barfield,3/4/79,310-774-7643,stephaine@barfield.com,47154 Whipple Ave Nw,Gardena,90247,CA,9/17/15,VISA                     ,Redtom,9.99,4,481.9
46,Stephaine,Barfield,3/4/79,310-774-7643,stephaine@barfield.com,47154 Whipple Ave Nw,Gardena,90247,CA,9/17/15,VISA                     ,K-qvokix,73.99,4,481.9
46,Stephaine,Barfield,3/4/79,310-774-7643,stephaine@barfield.com,47154 Whipple Ave Nw,Gardena,90247,CA,9/17/15,VISA                     ,Dentodox,72.99,2,481.9
47,Elza,Lipke,2/25/79,973-927-3447,elza@yahoo.com,6794 Lake Dr E,Newark,7104,NJ,3/15/15,VISA                     ,Dentodox,81.99,2,570.93
47,Elza,Lipke,2/25/79,973-927-3447,elza@yahoo.com,6794 Lake Dr E,Newark,7104,NJ,3/15/15,VISA                     ,Strongtam,94.99,1,570.93
47,Elza,Lipke,2/25/79,973-927-3447,elza@yahoo.com,6794 Lake Dr E,Newark,7104,NJ,3/15/15,VISA                     ,Ecoeco,77.99,4,570.93
48,Ilene,Eroman,2/14/79,410-914-9018,ilene.eroman@hotmail.com,2853 S Central Expy,Glen Burnie,21061,MD,1/31/15,ACH                      ,Mat Danin,100.99,3,614.9
48,Ilene,Eroman,2/14/79,410-914-9018,ilene.eroman@hotmail.com,2853 S Central Expy,Glen Burnie,21061,MD,1/31/15,ACH                      ,Ron-Flex,35.99,3,614.9
48,Ilene,Eroman,2/14/79,410-914-9018,ilene.eroman@hotmail.com,2853 S Central Expy,Glen Burnie,21061,MD,1/31/15,ACH                      ,K-qvokix,50.99,4,614.9
49,Leota,Dilliard,9/15/56,408-752-3500,leota@hotmail.com,7 W Jackson Blvd,San Jose,95111,CA,7/16/13,ACH                      ,Duo-Kix,46.99,1,434.91
49,Leota,Dilliard,9/15/56,408-752-3500,leota@hotmail.com,7 W Jackson Blvd,San Jose,95111,CA,7/16/13,ACH                      ,Ecoeco,69.99,2,434.91
49,Leota,Dilliard,9/15/56,408-752-3500,leota@hotmail.com,7 W Jackson Blvd,San Jose,95111,CA,7/16/13,ACH                      ,Strongtam,43.99,4,434.91
49,Leota,Dilliard,9/15/56,408-752-3500,leota@hotmail.com,7 W Jackson Blvd,San Jose,95111,CA,7/16/13,ACH                      ,Qvo-Is,35.99,2,434.91
50,Delisa,Crupi,2/23/79,973-354-2040,delisa.crupi@crupi.com,47565 W Grand Ave,Newark,7105,NJ,8/6/16,VISA                     ,Stimstring,6.99,1,6.99
51,Veronika,Inouye,12/29/78,408-540-1785,vinouye@aol.com,6 Greenleaf Ave,San Jose,95111,CA,2/13/17,BANK ACCOUNT             ,Runhome,62.99,4,700.89
51,Veronika,Inouye,12/29/78,408-540-1785,vinouye@aol.com,6 Greenleaf Ave,San Jose,95111,CA,2/13/17,BANK ACCOUNT             ,Runhome,78.99,3,700.89
51,Veronika,Inouye,12/29/78,408-540-1785,vinouye@aol.com,6 Greenleaf Ave,San Jose,95111,CA,2/13/17,BANK ACCOUNT             ,Ran Kayzap,52.99,4,700.89
52,Arlette,Honeywell,2/28/79,904-775-4480,ahoneywell@honeywell.com,30553 Washington Rd,Plainfield,7062,NJ,11/10/14,BANK ACCOUNT             ,Donnix,43.99,3,131.97
53,Minna,Amigon,5/18/63,215-874-1229,minna_amigon@yahoo.com,2371 Jerrold Ave,Kulpsville,19443,PA,6/18/16,MASTER CARD              ,Trans Zimnix,45.99,2,91.98
55,Lettie,Isenhower,3/2/79,216-657-7668,lettie_isenhower@yahoo.com,70 W Main St,Beachwood,44122,OH,3/28/16,VISA                     ,Ran Kayzap,20.99,4,531.88
55,Lettie,Isenhower,3/2/79,216-657-7668,lettie_isenhower@yahoo.com,70 W Main St,Beachwood,44122,OH,3/28/16,VISA                     ,Ron-Flex,8.99,2,531.88
55,Lettie,Isenhower,3/2/79,216-657-7668,lettie_isenhower@yahoo.com,70 W Main St,Beachwood,44122,OH,3/28/16,VISA                     ,Zer Dax,14.99,2,531.88
55,Lettie,Isenhower,3/2/79,216-657-7668,lettie_isenhower@yahoo.com,70 W Main St,Beachwood,44122,OH,3/28/16,VISA                     ,Ecoeco,99.99,4,531.88
56,Art,Venere,1/10/74,856-636-8749,art@venere.org,8 W Cerritos Ave #54,Bridgeport,8014,NJ,2/12/16,MASTER CARD              ,Statquaddax,65.99,2,442.89
56,Art,Venere,1/10/74,856-636-8749,art@venere.org,8 W Cerritos Ave #54,Bridgeport,8014,NJ,2/12/16,MASTER CARD              ,Ron-Flex,30.99,3,442.89
56,Art,Venere,1/10/74,856-636-8749,art@venere.org,8 W Cerritos Ave #54,Bridgeport,8014,NJ,2/12/16,MASTER CARD              ,Ran Kayzap,30.99,4,442.89
56,Art,Venere,1/10/74,856-636-8749,art@venere.org,8 W Cerritos Ave #54,Bridgeport,8014,NJ,2/12/16,MASTER CARD              ,K-qvokix,46.99,2,442.89
58,Mitsue,Tollner,3/14/64,773-573-6914,mitsue_tollner@yahoo.com,7 Eads St,Chicago,60632,IL,1/8/17,ACH                      ,Solo-In,84.99,2,785.9
58,Mitsue,Tollner,3/14/64,773-573-6914,mitsue_tollner@yahoo.com,7 Eads St,Chicago,60632,IL,1/8/17,ACH                      ,Qvo-Is,77.99,4,785.9
58,Mitsue,Tollner,3/14/64,773-573-6914,mitsue_tollner@yahoo.com,7 Eads St,Chicago,60632,IL,1/8/17,ACH                      ,Zer Dax,76.99,2,785.9
58,Mitsue,Tollner,3/14/64,773-573-6914,mitsue_tollner@yahoo.com,7 Eads St,Chicago,60632,IL,1/8/17,ACH                      ,Qvo-Is,74.99,2,785.9
59,Solange,Shinko,1/12/79,504-979-9175,solange@shinko.com,84 Bloomfield Ave,Spartanburg,29301,SC,10/1/13,VISA                     ,Strongtam,43.99,4,373.9
59,Solange,Shinko,1/12/79,504-979-9175,solange@shinko.com,84 Bloomfield Ave,Spartanburg,29301,SC,10/1/13,VISA                     ,Sil-Ity,52.99,2,373.9
59,Solange,Shinko,1/12/79,504-979-9175,solange@shinko.com,84 Bloomfield Ave,Spartanburg,29301,SC,10/1/13,VISA                     ,Qvo-Is,22.99,4,373.9
60,Lai,Gato,3/5/79,847-728-7286,lai.gato@gato.org,9 Norristown Rd,Troy,12180,NY,2/3/14,MASTER CARD              ,Sil-Ity,31.99,3,144.96
60,Lai,Gato,3/5/79,847-728-7286,lai.gato@gato.org,9 Norristown Rd,Troy,12180,NY,2/3/14,MASTER CARD              ,Strongtam,48.99,1,144.96
61,Maurine,Yglesias,2/10/79,414-748-1374,maurine_yglesias@yglesias.com,59 Shady Ln #53,Milwaukee,53214,WI,4/3/13,ACH                      ,X-gostrong,16.99,4,336.88
61,Maurine,Yglesias,2/10/79,414-748-1374,maurine_yglesias@yglesias.com,59 Shady Ln #53,Milwaukee,53214,WI,4/3/13,ACH                      ,Donnix,16.99,3,336.88
61,Maurine,Yglesias,2/10/79,414-748-1374,maurine_yglesias@yglesias.com,59 Shady Ln #53,Milwaukee,53214,WI,4/3/13,ACH                      ,Ran Kayzap,28.99,3,336.88
61,Maurine,Yglesias,2/10/79,414-748-1374,maurine_yglesias@yglesias.com,59 Shady Ln #53,Milwaukee,53214,WI,4/3/13,ACH                      ,X-gostrong,84.99,1,336.88
61,Maurine,Yglesias,2/10/79,414-748-1374,maurine_yglesias@yglesias.com,59 Shady Ln #53,Milwaukee,53214,WI,4/3/13,ACH                      ,Trans Zimnix,45.99,1,336.88
